Id,preco
260,550659.5002857789
261,691634.7724562129
262,322288.6075661568
263,813494.6140141546
264,366574.63427007565
265,406071.18550133734
266,359248.4850315507
267,703387.3972651969
268,440880.2207744747
269,1265865.3898748485
270,418710.8134184402
271,730684.9425507539
272,676210.147270286
273,484813.8362688371
274,495496.3206893226
275,417964.3060213729
276,354599.7911099361
277,1424129.3990269736
278,316593.6229676911
279,992017.4575607341
280,273387.9206351923
281,1000621.4725658104
282,375475.1837961019
283,380229.34754780424
284,1225411.8904341802
285,3082118.5912698396
286,325492.0172170633
287,985025.2618433563
288,573857.8068185928
289,970349.9433431439
290,831041.7581927398
291,769262.1221863456
292,1010419.4374481074
293,608925.2959286174
294,2407692.8963451684
295,445428.6497367162
296,553591.30006027
297,1099478.3919385243
298,436005.85835497
299,667251.4891769368
300,1239731.5991885304
301,745669.3580039111
302,412357.16433988564
303,517907.5854814668
304,336472.61078538507
305,325582.7595637882
306,268080.837376506
307,601933.318694081
308,416081.50807444856
309,644261.8033665867
310,277973.8480432838
311,2282315.503761055
312,1687966.775929852
313,521280.9650929618
314,334346.45422682544
315,998442.0966047089
316,1461935.5416036076
317,1331996.2183973526
318,383427.3696212084
319,396270.6517779627
320,334275.83491166955
321,1704078.3501305995
322,949727.2218328883
323,374772.79745407344
324,282088.70764834504
325,569666.7010159898
326,418298.93020069733
327,2220425.559292603
328,935134.302383113
329,416180.506744712
330,745669.3580039111
331,364143.4888840928
332,587152.498202191
333,1103677.5607718336
334,1500218.6759498883
335,479084.13878413243
336,344129.2623669336
337,514794.35269865737
338,948706.0740350564
339,427444.2842592372
340,417666.01392222836
341,1125868.0950329134
342,1105168.0932224535
343,1241974.829413481
344,1034539.4370811486
345,773322.0684047635
346,366222.33309581014
347,687978.6008825194
348,631489.1218248009
349,1111087.5261967287
350,424502.6096290422
351,1291961.93874597
352,524712.5019701165
353,1446762.727624744
354,380229.34754780424
355,680139.3269418883
356,489714.94470497547
357,1410319.3154971874
358,382415.6481611225
359,993847.4891356003
360,367303.42646933236
361,1361730.1814301962
362,308122.95705146913
363,385228.0415473863
364,426650.18725103507
365,930405.6089752994
366,1117771.512515464
367,271586.3654634751
368,1436565.6248796969
369,2229565.6012421837
370,394981.15866476024
371,401904.9288988117
372,744143.3433228144
373,1342478.7570680284
374,936471.0357690676
375,2363416.386812342
376,360097.98891757085
377,481816.7018263087
378,1198345.842332195
379,687783.6797329497
380,512188.3085724128
381,334275.83491166955
382,541300.4732021724
383,911044.5393186418
384,558929.6598452798
385,521162.3996993822
386,1409458.4993987023
387,1664009.3649131104
388,372900.95153407246
389,860374.8548507923
390,545891.7584934513
391,412357.16433988564
392,1225803.5793323533
393,555678.4504062566
394,334346.45422682544
395,378174.11011184973
396,406341.47079552896
397,484864.16275821597
398,575005.3016650017
399,691634.7724562129
400,743521.4567747522
401,422944.8511437553
402,596474.0920839824
403,325586.60364201834
404,812743.5369584267
405,1599863.960737662
406,372900.95153407246
407,571737.655875554
408,911524.0741189483
409,557837.6892856733
410,512165.14017182484
411,368192.6050628543
412,237722.347000993
413,418325.30487048556
414,523077.7269533554
415,633977.4645679474
416,662150.6135292837
417,471638.8789803311
418,378797.58831042086
419,323743.9260769857
420,491433.37496789516
421,353170.3372051707
422,251899.02563051437
423,315812.5623536722
424,315812.5623536722
425,648484.9342844487
426,860440.0673607206
427,1267765.0918420388
428,2998443.3205237
429,340103.8117923507
430,279739.10029866954
431,338805.2580932094
432,935134.302383113
433,256858.53552917458
434,1153365.9162576972
435,593879.6375446622
436,1701952.2151813856
437,1919477.5696176016
438,348567.43190893205
439,222719.24347573
440,726025.2667267728
441,394561.9152538326
442,315812.5623536722
443,419771.0733642595
444,845890.5311677114
445,829925.7685670498
446,288890.2496249356
447,366574.63427007565
448,940698.9353274448
449,392836.9526342713
450,288976.9346833923
451,1111087.5261967287
452,1002879.2494216976
453,431706.97331910895
454,292279.57784678036
455,532943.6273994778
456,833748.5657744705
457,381380.67700498446
458,350117.878067431
459,340117.95589845895
460,273387.9206351923
461,691634.7724562129
462,359776.16201614676
463,646883.3271488923
464,386077.13297901273
465,524346.8882975281
466,1359781.5434443261
467,1495438.647473178
468,1304723.1042211931
469,3267575.513525939
470,1284638.3027207383
471,568400.899597605
472,359248.4850315507
473,211097.174136304
474,406555.86790514574
475,1225122.9310527565
476,867849.227410295
477,411724.7525235987
478,346996.5565321865
479,698847.1469313584
480,552343.2822726985
481,1395366.3850580088
482,732037.6695165415
483,406341.47079552896
484,562338.0426677052
485,731781.7176511257
486,1503882.3346227773
487,495496.3206893226
488,1151986.364792089
489,378360.42817185185
490,787698.2054469251
491,362238.5100186464
492,366631.1978218223
493,414687.7625793733
494,595321.894309925
495,1361262.4076547462
496,1143788.8543043681
497,606031.8603078668
498,654711.1192945995
499,523342.4405872354
500,1405614.2399556541
501,1972635.5068090355
502,596474.0920839824
503,372825.2136766763
504,423943.2681750314
505,1459814.0252849616
506,1596290.0035744393
507,528876.6667468101
508,319289.32778735954
509,547877.171342099
510,742456.9728339592
511,548936.6023806744
512,1528892.6325533697
513,359248.4850315507
514,260194.7796978744
515,375475.1837961019
516,1290699.0434506205
517,718543.229337795
518,682720.547395971
519,445478.6724904983
520,1872469.9086779568
521,971235.5435802832
522,546201.7953695492
523,261502.31417008518
524,1111087.5261967287
525,1830010.3194300502
526,912153.6971792766
527,2233504.993816412
528,608450.6508621712
529,306811.8814353361
530,915305.38085491
531,947183.0957326591
532,603442.6433822789
533,1023810.7043910581
534,351477.43766122713
535,379816.62322856596
536,460565.8207848548
537,2227847.8550177845
538,1253071.3079143364
539,1252794.942553034
540,336748.94566805044
541,332440.2470340764
542,614954.4244934125
543,1236278.9171461544
544,439829.3835955475
545,620155.3271099682
546,306944.11787693424
547,1123704.3681574448
548,373410.9859484278
549,361983.1868346155
550,709754.3454602096
551,433622.21735006437
552,1337405.2805628763
553,420801.5880401853
554,407338.03982087015
555,375204.811745465
556,418659.97301297577
557,408206.98489023716
558,336792.89283161936
559,1328485.4213087817
560,589834.4911947431
561,429576.201847579
562,237722.347000993
563,533874.250025371
564,536589.0539955326
565,600172.2098335893
566,337650.4607919888
567,322371.29726028425
568,601192.5076821994
569,803172.8900316764
570,314653.02073504234
571,830412.2886419881
572,466458.3986318372
573,744356.5957436473
574,411582.7026021403
575,390349.2073040866
576,1354726.472440825
577,987271.6992118169
578,240048.88841940986
579,680481.8020958242
580,1010840.9471649162
581,414183.90935045684
582,3210610.8784752637
583,2984668.0878987866
584,376182.2840412621
585,1429375.4493981046
586,735478.2534640522
587,1265865.3898748485
588,1309726.16444895
589,601192.5076821994
590,383629.0162556663
591,1190784.1843501227
592,380774.9399087073
593,474754.17939249834
594,336796.4476895898
595,414973.7118777571
596,465569.233663515
597,530057.4804538367
598,658292.8069741986
599,545288.1434354811
600,607313.0299901745
601,757626.7866628024
602,928052.9927532971
603,352215.66333591775
604,555337.3177724681
605,1182192.9201788828
606,217513.22582485835
607,812237.399816479
608,533874.250025371
609,1120686.5328840252
610,408880.62274277606
611,676882.6859285034
612,591370.959362268
613,783661.0172162997
614,526451.8297700237
615,2500327.09189952
616,373223.48543762503
617,705616.367438783
618,323041.0706799362
619,441637.6947104319
620,400031.28905657644
621,382415.6481611225
622,3184254.2715872317
623,1386554.6586218446
624,385228.0415473863
625,553380.0608987046
626,375475.1837961019
627,1994857.1182690528
628,445896.435976063
629,1284441.183952728
630,374595.02725303726
631,892362.48882043
632,454192.4835246445
633,699803.6798339545
634,402656.09099334246
635,502992.30648512446
636,641371.0496139948
637,573857.8068185928
638,382605.27837653493
639,252598.9021228185
640,765182.1088686879
641,1049439.3237821574
642,411796.105757651
643,590812.0346207132
644,445478.6724904983
645,620910.662567423
646,337149.27444971853
647,327598.89507229417
648,406341.47079552896
649,380229.34754780424
650,522955.22244822525
651,1099478.3919385243
652,427444.2842592372
653,602298.0505114242
654,366297.91168694774
655,1238589.797211708
656,338174.37747284904
657,265437.02776958735
658,409597.0215415958
659,294036.41909693665
660,554122.1479049539
661,1003567.2104259944
662,652949.1968766537
663,774432.863369054
664,573857.8068185928
665,322371.29726028425
666,554122.1479049539
667,571737.655875554
668,866496.5752838776
669,945117.301175088
670,1111087.5261967287
671,662150.6135292837
672,362922.91457669437
673,788276.6061894922
674,963950.1379968879
675,477039.9318809431
676,413952.42939516826
677,539706.409043252
678,337448.078087257
679,223114.02528205665
680,673081.223432322
681,389040.2112649336
682,394981.15866476024
683,405612.41026946483
684,470961.56564547017
685,879301.7083809221
686,2012992.9296991413
687,406555.86790514574
688,654711.1192945995
689,320074.56386072864
690,736766.4308806349
691,897753.065264747
692,772457.5802715201
693,1248713.1668924603
694,645468.3088626321
695,808286.6026055238
696,492661.84592293506
697,411074.4670759645
698,855623.8342329304
699,299892.04023010045
700,545678.0306994413
701,366574.63427007565
702,585738.4541933736
703,873428.9825604323
704,866492.4768039167
705,416927.8886757955
706,368178.2154015824
707,1701322.887734283
708,266885.0727084806
709,2750708.1298397426
710,259999.42135312638
711,786238.4428321836
712,403301.9257779468
713,346222.3313802223
714,573857.8068185928
715,1142452.1576169461
716,826838.6861152054
717,1195575.552722277
718,628618.9264014035
719,271173.7782092059
720,253804.8643166694
721,419149.41242332495
722,601696.9969605316
723,202937.3257641206
724,1028383.6553694677
725,445582.27833863755
726,1013515.075338608
727,612527.7699484406
728,662131.8021522765
729,436762.3698000101
730,560388.7473981057
731,1034011.4624007248
732,296499.1553784863
733,456015.3892917971
734,638286.3646995047
735,346429.80548125406
736,199460.11621312104
737,372681.8972128382
738,1948249.456627667
739,696462.3571327701
740,499508.07938936615
741,2294401.76757749
742,880087.1759359235
743,389427.5299383301
744,269417.90794332593
745,378174.11011184973
746,374595.02725303726
747,1177644.6391622697
748,892362.48882043
749,368939.0475377997
750,367463.6128738597
751,309671.18046384933
752,300117.8168447512
753,473206.8499363094
754,345100.69344464055
755,860440.0673607206
756,498854.3740585657
757,562338.0426677052
758,381266.17356197553
759,404229.0981480451
760,677137.8266798973
761,600172.2098335893
762,731290.948055669
763,258796.61893027127
764,899850.4329135726
765,285543.79973869
766,719875.8225145626
767,2093870.2406530809
768,561241.7280273503
769,912153.6971792766
770,418710.8134184402
771,1728706.0245933593
772,1248450.858188955
773,756147.7828749237
774,1698690.9894331442
775,969707.053525327
776,2093120.3237688818
777,1588519.4215503193
778,248794.53490820478
779,345717.58401440666
780,355904.41905827244
781,378360.42817185185
782,378809.1216406597
783,853238.4516763829
784,306811.8814353361
785,524346.8882975281
786,282813.8695083841
787,1054249.2783089106
788,326263.2192096362
789,176058.795274609
790,383427.3696212084
791,811698.2075394659
792,313206.11442783655
793,420793.79963665793
794,823249.7570745068
795,520410.5508494321
796,610219.5894574393
797,332056.35293561575
798,1002405.8727618724
799,453562.25315913773
800,715289.6707198248
801,393438.35248738824
802,1600627.6396388165
803,1389751.760681308
804,416180.506744712
805,372825.2136766763
806,261830.311668755
807,317620.64036736055
808,570348.4837544112
809,1391959.5843290433
810,641371.0496139948
811,641046.8081035658
812,415160.10290037916
813,308602.82562631235
814,774221.1972735715
815,1173635.317186778
816,1603855.8297400824
817,417953.0970107725
818,380229.34754780424
819,1126895.4730931362
820,760258.9646970883
821,674311.9229297644
822,573857.8068185928
823,938703.5977943839
824,462596.4289946461
825,3071985.498744884
826,321143.6043198889
827,363873.79366948956
828,512596.6456610203
829,290241.0432037859
830,912153.6971792766
831,563341.7214318262
832,208738.13331101817
833,733428.2600766039
834,261072.57357351691
835,899850.4329135726
836,1199151.1267200382
837,495496.3206893226
838,1255924.3443925425
839,392836.9526342713
840,423082.49277415394
841,294036.41909693665
842,1042933.3519333095
843,1157150.6836654686
844,676234.2260405457
845,1058054.0897796755
846,413952.42939516826
847,313502.14385446266
848,382891.7841759625
849,669935.1357813382
850,550205.2853636331
851,578479.6516402541
852,462342.6873277349
853,633205.4119685118
854,381380.0141276376
855,260194.7796978744
856,292208.9059443879
857,902105.8373418886
858,315812.5623536722
859,1177256.907529803
860,366222.33309581014
861,336796.4476895898
862,557875.855338384
863,410046.6448187796
864,470416.65825995954
865,1446510.136875278
866,328099.0096709892
867,980827.6726429793
868,2495417.673377347
869,404041.872671311
870,668977.2423132865
871,1522261.4193961672
872,506058.9251984962
873,1739599.7729559573
874,1531587.0441050488
875,284596.78456696647
876,1289060.2038842211
877,466446.22534448485
878,353374.83581441897
879,231411.27429096025
880,603442.6433822789
881,1111087.5261967287
882,1354344.9566604805
883,236041.17409620664
884,1618666.042389653
885,1850652.3678967913
886,685634.9215292681
887,229626.37328645814
888,385228.0415473863
889,737576.442980714
890,706664.9855390027
891,999755.155331725
892,669732.3979648217
893,211258.1573310192
894,232262.57373453327
895,1505099.8959826096
896,629036.9975726071
897,299907.435274921
898,380802.1613158555
899,621137.9905209349
900,1212905.6101451393
901,484813.8362688371
902,405612.41026946483
903,826938.1190156384
904,460160.9428913359
905,553890.9219010628
906,1121397.1798472675
907,1266330.2327001179
908,967326.1215466887
909,2596758.2951093586
910,532416.8831564179
911,386317.7676836212
912,343178.071625727
913,1204390.752470496
914,1439422.8816815931
915,1659383.1142191142
916,380229.34754780424
917,2593423.194704516
918,486494.4639353918
919,367303.42646933236
920,421723.97908135684
921,2684205.8116475027
922,841398.6949136262
923,223613.47680655855
924,366281.40746224317
925,401562.4487460767
926,345003.6872842209
927,600893.8529013515
928,314852.6434829361
929,1222219.1154144118
930,381055.4398728476
931,465227.0777462261
932,754910.0742969684
933,408401.12499126064
934,691998.5209828089
935,256858.53552917458
936,400063.4854242951
937,1824475.2108359346
938,376182.2840412621
939,1265865.3898748485
940,446334.1908752235
941,3070679.0961161805
942,1010868.3405220887
943,829701.5411180793
944,520893.16505618324
945,937794.2122580027
946,294036.41909693665
947,656538.1527613611
948,599022.3083421966
949,992602.075180298
950,531236.8843550525
951,673081.223432322
952,1010981.6548239711
953,1402306.6674448876
954,1703643.418401924
955,391918.3059549004
956,1580675.296543376
957,291233.85843551497
958,374772.79745407344
959,336792.89283161936
960,1000621.4725658104
961,580433.0174874907
962,557940.9948347389
963,492661.84592293506
964,2179824.477623765
965,532569.4414336749
966,296387.588659134
967,816088.3205054534
968,1010840.9471649162
969,554122.1479049539
970,1746652.666530968
971,335781.5613309003
972,531301.316594
973,261826.87716133994
974,291233.85843551497
975,235338.30429300934
976,386317.7676836212
977,602233.4083223552
978,2745296.884456866
979,659299.0638820915
980,268080.837376506
981,581619.5801409963
982,380229.34754780424
983,315812.5623536722
984,266748.4429935632
985,942821.7382782958
986,1397090.6943748584
987,1671870.1767133593
988,594602.0544052589
989,381142.18071350805
990,346000.9362012876
991,1044493.5410200425
992,841398.6949136262
993,324506.6903470215
994,571737.655875554
995,1205144.4648164283
996,631320.2481338971
997,708538.217800978
998,626953.233832357
999,698817.7924453556
1000,562338.0426677052
1001,3130562.887237644
1002,800670.0615611025
1003,285058.6423928221
1004,1059223.615171844
1005,257783.6935373994
1006,376182.2840412621
1007,706074.488672505
1008,969707.053525327
1009,298204.1821089801
1010,205059.802429466
1011,1729783.7125436
1012,559770.7993427617
1013,458013.07699589804
1014,236593.7478202495
1015,541300.4732021724
1016,545191.1317406106
1017,217984.43082800056
1018,816008.8618078862
1019,312921.9771290606
1020,374772.79745407344
1021,316593.6229676911
1022,306731.9269277789
1023,320120.413123234
1024,2589183.170656745
1025,871037.3903021925
1026,1291458.7131839236
1027,545678.0306994413
1028,1211632.9463522895
1029,1441521.1870094321
1030,532569.4414336749
1031,542261.6672364272
1032,266435.8821247446
1033,2063345.185439561
1034,323265.5872887866
1035,406341.47079552896
1036,499774.49221632065
1037,341618.9395328064
1038,1566692.2133900023
1039,406029.70327372744
1040,343871.9465903989
1041,298204.1821089801
1042,281299.6477378783
1043,1050887.1959420806
1044,405478.09045094694
1045,378752.83131522266
1046,608677.8550299812
1047,938703.5977943839
1048,1111003.7416802414
1049,1205144.4648164283
1050,814184.8187647623
1051,461457.59669477365
1052,2185424.70642527
1053,973988.6815874648
1054,1405128.8138894655
1055,364196.0424334819
1056,199194.76902998204
1057,450910.0184878262
1058,887404.28719842
1059,1573720.4078464415
1060,421445.6307816979
1061,238494.40095630367
1062,3210610.8784752637
1063,1016732.265158449
1064,504278.56705052906
1065,573857.8068185928
1066,404027.6167399482
1067,393240.59209250455
1068,685634.9215292681
1069,1402665.0301016516
1070,1403082.1268469214
1071,872009.5856170688
1072,2173314.061665682
1073,583159.4640161628
1074,400043.1795259796
1075,435602.1744460342
1076,406486.59269223345
1077,341811.06768076884
1078,230031.3676713246
1079,406341.47079552896
1080,706562.4141690938
1081,406555.86790514574
1082,745669.3580039111
1083,1550916.8469963043
1084,284666.4964494441
1085,739881.5710905098
1086,242183.77629481402
1087,484864.16275821597
1088,586215.4938957127
1089,366297.91168694774
1090,392075.9840996174
1091,1635068.7741539895
1092,863128.0607476484
1093,412585.7611259786
1094,782895.3996681073
1095,261502.31417008518
1096,587152.498202191
1097,939956.1764574146
1098,743521.4567747522
1099,485484.9148557095
1100,1195575.552722277
1101,1049439.3237821574
1102,562338.0426677052
1103,1142452.1576169461
1104,730035.6619063802
1105,557940.9948347389
1106,435893.4347409353
1107,1095546.2663894142
1108,644261.8033665867
1109,337971.734575216
1110,899850.4329135726
1111,1565869.9744397157
1112,1366042.0474755294
1113,369008.5050474682
1114,315812.5623536722
1115,1112322.8989894604
1116,872304.5672229896
1117,340118.7737926506
1118,677137.8266798973
1119,722607.1955600801
1120,526059.7718678379
1121,1080915.8811353655
1122,348397.66307474615
1123,1698905.2467052105
1124,403075.96960600815
1125,1444544.1870094321
1126,269417.90794332593
1127,1050887.1959420806
1128,375204.811745465
1129,1159173.1834177233
1130,373626.1523219156
1131,400063.4854242951
1132,573857.8068185928
1133,521162.3996993822
1134,3279008.338549572
1135,929528.9001046851
1136,1544265.1692420407
1137,1010740.2269187011
1138,373775.6374280956
1139,917003.3926825059
1140,641371.0496139948
1141,283185.84375382925
1142,479084.13878413243
1143,382415.6481611225
1144,292279.57784678036
1145,620910.662567423
1146,340117.95589845895
1147,601696.9969605316
1148,1325115.2079019225
1149,2030117.2409665626
1150,581025.2806149938
1151,335838.9924409467
1152,3549278.622334746
1153,833748.5657744705
1154,238589.29621527946
1155,552219.642139163
1156,677137.8266798973
1157,335686.3271108613
1158,202937.3257641206
1159,745661.3487234594
1160,439197.64617107005
1161,603268.2485869323
1162,417953.0970107725
1163,623067.2268830169
1164,648058.398364173
1165,2241029.7145425812
1166,542932.6829468476
1167,504732.2108413787
1168,305795.25889777095
1169,897616.8118055298
1170,2173301.299656899
1171,1278400.5728035818
1172,726546.0342154377
1173,707012.0010849129
1174,1081494.3381614543
1175,374351.1001574269
1176,470035.984863443
1177,717600.8082674061
1178,860440.0673607206
1179,1656032.7057986546
1180,623067.2268830169
1181,1075446.150241406
1182,240048.88841940986
1183,237199.5685015905
1184,544751.2465962094
1185,289590.22060131596
1186,220507.97629110914
1187,407723.07207370497
1188,969707.053525327
1189,300066.3267181621
1190,1392538.490595216
1191,402656.09099334246
1192,322234.2229870638
1193,1565342.6627976494
1194,644261.8033665867
1195,265889.5935359989
1196,383427.3696212084
1197,423384.23265529843
1198,404041.872671311
1199,349913.385764494
1200,417495.2297429064
1201,722607.1955600801
1202,608925.2959286174
1203,294951.3816231794
1204,285417.13059897214
1205,342835.82312495017
1206,301066.8696101706
1207,305795.25889777095
1208,2096389.1853806921
1209,658268.1226839776
1210,598997.1202123646
1211,1008100.4192215373
1212,427771.833528223
1213,948228.7673602473
1214,1195575.552722277
1215,294951.3816231794
1216,372636.8424454702
1217,1308667.4645724646
1218,420583.40636424883
1219,505815.79681032925
1220,571609.5526733625
1221,405191.3608811748
1222,248887.021822642
1223,402656.09099334246
1224,664569.889435936
1225,557837.6892856733
1226,409597.0215415958
1227,336472.61078538507
1228,708523.0413391714
1229,790747.5294306363
1230,366574.63427007565
1231,1372509.4110809425
1232,300096.3888440586
1233,560304.353358024
1234,603442.6433822789
1235,1446762.727624744
1236,292279.57784678036
1237,2376066.308150954
1238,446226.0137135378
1239,644496.8833019471
1240,208881.51473943132
1241,649192.9513916606
1242,268807.7958478211
1243,335154.5163183062
1244,366297.91168694774
1245,322401.35850427306
1246,1661777.0579516555
1247,1452158.361472871
1248,277869.09711571335
1249,333428.60029211803
1250,291406.0488154035
1251,969879.6115576259
1252,1633713.3932103375
1253,497409.8416119752
1254,347091.9199252374
1255,1452839.1730446017
1256,606031.8603078668
1257,413952.42939516826
1258,671052.0474550177
1259,1235574.9695147846
1260,573857.8068185928
1261,351998.1150319029
1262,235338.30429300934
1263,893035.7272828808
1264,423309.75782535307
1265,1218733.5515899109
1266,302362.7963032992
1267,513853.60967778886
1268,438966.64092278766
1269,341660.92234890757
1270,759031.2718795255
1271,1390829.4598370972
1272,608729.5493033455
1273,1127063.109978931
1274,579886.8535848876
1275,287723.2144033939
1276,1284147.2091213597
1277,578455.47149071
1278,841398.6949136262
1279,1287230.349653844
1280,221161.84571711396
1281,357212.75045823766
1282,1101806.850043388
1283,973633.3315581728
1284,554122.1479049539
1285,967326.1215466887
1286,380779.26421133743
1287,385202.630686186
1288,378752.83131522266
1289,299907.435274921
1290,1441802.1660022503
1291,903856.6956880752
1292,722265.5545632414
1293,571707.5770540031
1294,1572837.2059873606
1295,406341.47079552896
1296,722249.5343542058
1297,394841.6796799672
1298,291676.41713983694
1299,573857.8068185928
1300,1475606.6706103925
1301,332030.6095424355
1302,971235.5435802832
1303,649869.879454403
1304,490335.9697017763
1305,687978.6008825194
1306,978813.8129983355
1307,445428.6497367162
1308,1708540.728948395
1309,727439.7533266173
1310,331507.2580590257
1311,401331.5274953534
1312,319417.1932502181
1313,853910.9409795396
1314,351998.1150319029
1315,1425485.5847380876
1316,1134693.8857141912
1317,322623.05965995585
1318,340118.7737926506
1319,578648.8350606085
1320,687978.6008825194
1321,1233231.8066879914
1322,880600.4806958021
1323,855798.2524102952
1324,512188.3085724128
1325,405820.19282700674
1326,866959.6424330452
1327,652355.8642430846
1328,227211.78770706058
1329,226686.61076628655
1330,323151.1435509216
1331,336796.4476895898
1332,1144801.9471054678
1333,573857.8068185928
1334,702565.0807475346
1335,899850.4329135726
1336,646106.6347227391
1337,462596.4289946461
1338,376182.2840412621
1339,557837.6892856733
1340,334275.83491166955
1341,831959.276906005
1342,619606.4735935571
1343,2179828.115326167
1344,1451532.6045937333
1345,967326.1215466887
1346,1971201.8016693296
1347,696462.3571327701
1348,588512.9285614657
1349,685457.4266765963
1350,412416.15265439294
